Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,close_short,close_long,RSI,EMA12,EMA26,MACD,Signal_line,Label,Predictions,Buy_Signal,Sell_Signal,Buy_Price,Sell_Price,Profit,First_Buy_Flag,Cumulative_Profit,Final_Balance
2020-02-12,108.16000366210938,109.01249694824219,107.7645034790039,108.0,66686000,0.0,0.0,105.74219970703125,98.04327430725098,83.06047801423895,102.32189983494307,98.54280068565141,3.7790991492916532,2.6396552386448406,1,1.0,0,0,,,0.0,0,-355.24251556396484,73483.82814788818
2020-02-13,107.24949645996094,108.51399993896484,107.0999984741211,107.49349975585938,60636000,0.0,0.0,106.73860015869141,98.76289939880371,85.69589596520483,103.11753059200711,99.20581543159274,3.9117151604143743,2.8940672229987476,1,1.0,0,0,,,0.0,0,-355.24251556396484,73483.82814788818
2020-02-14,107.78399658203125,107.9520034790039,106.29450225830078,106.74349975585938,52124000,0.0,0.0,107.29450073242188,99.40522422790528,89.76469475085246,103.67537200183054,99.76416241857545,3.9112095832550864,3.0974956950500157,1,1.0,0,0,,,0.0,0,-355.24251556396484,73483.82814788818
2020-02-18,106.2509994506836,108.30349731445312,106.20549774169922,107.78350067138672,58912000,0.0,0.0,107.51210021972656,100.13259925842286,89.65437623898667,104.30739179714688,100.35818747433925,3.9492043228076312,3.267837420601539,1,1.0,0,0,,,0.0,0,-355.24251556396484,73483.82814788818
2020-02-19,108.38999938964844,109.25499725341797,108.05599975585938,108.51100158691406,51224000,0.0,0.0,107.7063003540039,100.8281494140625,89.91359773536882,104.9541009955726,100.96209963082627,3.9920013647463293,3.4126702094304973,1,1.0,0,0,,,0.0,0,-355.24251556396484,73483.82814788818
2020-02-20,108.65350341796875,108.8395004272461,106.37249755859375,107.65499877929688,62626000,0.0,0.0,107.63730010986328,101.4922492980957,85.69876196890688,105.36962373153018,101.4578699381204,3.911753793409787,3.512486926226355,1,1.0,0,0,,,0.0,0,-355.24251556396484,73483.82814788818
2020-02-21,107.10749816894531,107.22750091552734,104.4000015258789,104.79850006103516,92926000,0.0,0.0,107.09830017089844,102.02072448730469,63.86462278562041,105.28175855145402,101.70532402129926,3.5764345301547564,3.5252764470120357,1,1.0,0,0,,,0.0,0,-355.24251556396484,73483.82814788818
2020-02-24,100.15899658203125,101.96499633789062,99.39849853515625,100.4645004272461,130940000,0.0,0.0,105.84250030517578,102.3898494720459,50.641368272823975,104.5406419169605,101.6134111624805,2.927230754479993,3.4056673085056275,1,1.0,0,0,,,0.0,0,-355.24251556396484,73483.82814788818
2020-02-25,101.32099914550781,101.7300033569336,97.9209976196289,98.63700103759766,124382000,0.0,0.0,104.01320037841796,102.75084953308105,40.08353802167992,103.63238947398159,101.39293633841511,2.239453135566478,3.172424473917798,1,1.0,0,0,,,0.0,0,-355.24251556396484,73483.82814788818
2020-02-26,98.51399993896484,100.7334976196289,98.02249908447266,98.97949981689453,104492000,0.0,0.0,102.10690002441406,103.06669960021972,42.17020917311038,102.9165602959682,101.21416326274692,1.7023970332212741,2.8784189857784934,0,1.0,0,0,,,0.0,0,-355.24251556396484,73483.82814788818
2020-02-27,96.71900177001953,98.75,94.13800048828125,94.21499633789062,162880000,0.0,0.0,99.41889953613281,103.13244934082032,32.342991568650575,101.57785814857165,100.6957064534983,0.8821516950733468,2.4791655276374645,0,0.0,0,1,,94.21499633789062,-3073.174331665039,0,-3428.416847229004,73483.82814788818
2020-02-28,90.73149871826172,94.48799896240234,90.55650329589844,94.1875,189620000,0.0,0.0,97.29669952392578,103.16512451171874,27.849661355690444,100.44087997186831,100.2136170865725,0.22726288529581495,2.0287849991691345,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-02,95.32450103759766,97.72550201416016,93.5,97.69750213623047,135234000,0.0,0.0,96.74329986572266,103.0281997680664,30.308134436562852,100.01882184330864,100.02723820136198,-0.008416358053338513,1.62134472772464,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-03,98.76850128173828,99.81649780273438,94.40450286865234,95.44950103759766,150690000,0.0,0.0,96.10579986572266,102.79017486572266,25.07165189793372,99.31584941166079,99.68814655960166,-0.3722971479408699,1.2226163525915381,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-04,97.32849884033203,98.9000015258789,96.0999984741211,98.79149627685547,95458000,0.0,0.0,96.06819915771484,102.60557479858399,33.03049142777445,99.23517969861382,99.62172802013899,-0.3865483215251686,0.9007834177681968,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-05,96.6500015258789,98.03600311279297,95.5,96.20149993896484,94964000,0.0,0.0,96.46549987792969,102.31597480773925,30.674970145445798,98.7684597355909,99.36837779190387,-0.5999180563129727,0.600643122951963,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-06,93.75,95.54350280761719,93.4749984741211,95.05449676513672,105472000,0.0,0.0,96.63889923095704,101.94312477111816,30.263729780351852,98.19708081705949,99.04883104918038,-0.8517502321208923,0.31016445193739195,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-09,88.69300079345703,93.13849639892578,88.06449890136719,90.03050231933594,156264000,0.0,0.0,95.10549926757812,101.2464500427246,23.579482812455637,96.94068412510202,98.38080669882153,-1.4401225737195062,-0.03989295319398771,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-10,93.54399871826172,94.7135009765625,90.90850067138672,94.59100341796875,142666000,0.0,0.0,94.93379974365234,100.64122505187989,31.405288681832772,96.57919478554305,98.10008052986947,-1.5208857443264208,-0.33609151142047433,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-11,92.89250183105469,93.56600189208984,90.07499694824219,91.04299926757812,112496000,0.0,0.0,93.38410034179688,99.81637496948242,29.29813819318599,95.72747239816383,97.57733376969975,-1.8498613715359227,-0.6388454834435641,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-12,86.0989990234375,88.25,83.75,83.83049774169922,226924000,0.0,0.0,90.90989990234375,98.60789985656739,26.42879196956339,93.89716860486158,96.55904961947749,-2.661881014615915,-1.0434525896780342,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-13,87.75,89.31549835205078,84.03099822998047,89.25,176194000,0.0,0.0,89.7490005493164,97.69572486877442,37.693547946877636,93.18221958872903,96.01763853655324,-2.835418947824209,-1.4018458613072693,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-16,82.07550048828125,87.97250366210938,81.30149841308594,84.4574966430664,178346000,0.0,0.0,88.6343994140625,96.58142471313477,35.39054020231646,91.83995452016555,95.16133172962829,-3.3213772094627387,-1.7857521309383633,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-17,88.77349853515625,92.88899993896484,84.46199798583984,90.39199829101562,218342000,0.0,0.0,87.79459838867187,95.71184959411622,42.066314494177426,91.61719202337325,94.80804777121253,-3.1908557478392794,-2.0667728543185464,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-18,87.5,92.08300018310547,87.25,91.5,192904000,0.0,0.0,87.88599853515625,94.86129951477051,47.30996740756329,91.59916248131583,94.56300719556715,-2.963844714251323,-2.2461872263051017,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-19,93.0,97.25,91.63249969482422,94.04650115966797,207998000,0.0,0.0,89.92919921875,94.18087463378906,49.86693956978591,91.97567612413924,94.52474748920424,-2.5490713650650036,-2.306764054057082,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-20,96.31549835205078,97.8499984741211,91.0364990234375,92.30449676513672,196358000,0.0,0.0,90.54009857177735,93.55617446899414,44.73493688377552,92.02626391506193,94.36028447260665,-2.3340205575447186,-2.3122153547546094,0,0.0,0,0,,,0.0,0,-3428.416847229004,73483.82814788818
2020-03-23,91.38749694824219,95.97000122070312,90.5999984741211,95.1415023803711,156170000,0.0,0.0,92.67689971923828,93.29002456665039,49.702727046728334,92.50553137126334,94.41815246577438,-1.9126210945110387,-2.2322965027058954,0,1.0,1,0,95.1415023803711,,0.0,1,-3428.416847229004,73483.82814788818
2020-03-24,97.57499694824219,97.75,95.01699829101562,97.00499725341797,142942000,0.0,0.0,93.99949951171875,93.2084243774414,48.22505641828271,93.19775689159482,94.60977059819243,-1.4120137065976053,-2.0682399434842376,1,0.0,0,1,,97.00499725341797,911.2489929199219,0,-2517.167854309082,73483.82814788818
2020-03-25,96.03450012207031,97.51300048828125,94.28900146484375,94.29199981689453,129582000,0.0,0.0,94.55789947509766,92.9740493774414,48.10747645177506,93.36610195702555,94.58623202179999,-1.2201300647744375,-1.8986179677422776,1,0.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-03-26,95.0999984741211,97.82450103759766,94.4645004272461,97.77449798583984,124426000,0.0,0.0,95.30349884033203,93.15202445983887,52.57653892328777,94.04431673068929,94.82239987098812,-0.7780831402988326,-1.6745110022535887,1,1.0,1,0,97.77449798583984,,0.0,1,-2517.167854309082,73483.82814788818
2020-03-27,96.54299926757812,96.989501953125,94.99600219726562,95.00499725341797,107758000,0.0,0.0,95.84359893798828,93.19289932250976,54.922365300947234,94.19211373418601,94.83592560301996,-0.64381186883395,-1.4683711755696611,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-03-30,96.1415023803711,98.68150329589844,95.61699676513672,98.19750213623047,122522000,0.0,0.0,96.45479888916016,93.21789932250977,53.66800963235558,94.80832733450055,95.08493127214666,-0.27660393764611513,-1.230017727984952,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-03-31,98.21749877929688,99.6510009765625,97.20050048828125,97.48600006103516,102472000,0.0,0.0,96.55099945068359,93.31972427368164,56.95412631900358,95.22027698473664,95.26278821947173,-0.042511234735087555,-0.9925164293349792,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-01,96.64849853515625,97.24800109863281,94.6500015258789,95.38500213623047,82438000,0.0,0.0,96.76959991455078,93.14939956665039,64.01785803539397,95.2456193157357,95.2718411021946,-0.026221786458904717,-0.7992575007597643,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-02,95.08200073242188,96.37650299072266,94.5,95.94149780273438,86720000,0.0,0.0,96.40299987792969,93.13639945983887,59.204132030540656,95.35267754450473,95.32144530223458,0.031232242270149868,-0.6331595521537815,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-03,95.55750274658203,96.31649780273438,94.4574966430664,95.32949829101562,72198000,0.0,0.0,96.46790008544922,93.15014953613282,66.89773032075468,95.3491115055064,95.32204181992206,0.027069685584336867,-0.5011137046061579,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-06,96.80000305175781,99.9260025024414,96.5009994506836,99.87950134277344,115464000,0.0,0.0,96.8042999267578,93.6425994873047,65.40904132171599,96.04609455739364,95.65963141420735,0.3864631431862904,-0.3235983350476683,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-07,100.85549926757812,101.78600311279297,99.88099670410156,100.58000183105469,102280000,0.0,0.0,97.42310028076172,93.94204940795899,64.94502607676208,96.7436187533415,96.02410329693679,0.7195154564047073,-0.11497557675719318,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-08,101.05000305175781,102.19999694824219,100.55750274658203,102.1500015258789,79546000,0.0,0.0,98.7761001586914,94.49739952087403,63.78075799086284,97.57536994911648,96.47787353611768,1.0974964129987939,0.12751882119400423,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-09,102.21499633789062,102.6500015258789,100.88300323486328,102.13800048828125,92930000,0.0,0.0,100.01540069580078,95.41277465820312,67.76828742756672,98.27731310898798,96.89714219924092,1.380170909747065,0.3780492389046164,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-13,102.0,109.0,101.9000015258789,108.44349670410156,134334000,0.0,0.0,102.63820037841796,96.3724494934082,71.3583780402741,99.84134135439007,97.75242771811948,2.08891363627059,0.7202221183778111,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-14,110.02349853515625,114.5999984741211,109.31050109863281,114.16600036621094,161744000,0.0,0.0,105.49550018310546,97.85787467956543,74.51641881689126,102.04513504851636,98.9682479142744,3.0768871342419573,1.1915551215506404,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-15,112.88400268554688,116.66850280761719,112.25,115.38400268554688,137332000,0.0,0.0,108.4563003540039,99.10747489929199,81.47683776403943,104.09726853113644,100.18422974918347,3.913038781952963,1.735851853631105,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-16,117.30000305175781,123.05000305175781,116.75,120.40950012207031,240764000,0.0,0.0,112.10820007324219,100.55294990539551,82.2923489898406,106.60684262204934,101.68239792495287,4.924444697096476,2.373570422324179,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-17,118.61650085449219,120.0,115.8010025024414,118.75,158600000,0.0,0.0,115.43059997558593,101.7881248474121,84.98394066261993,108.4750206801956,102.94666474532673,5.52835593486887,3.0045275248331174,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-20,119.49749755859375,122.2490005493164,119.30249786376953,119.68049621582031,115414000,0.0,0.0,117.6779998779297,103.15692481994628,83.91159776525548,110.19893999336863,104.18620781721515,6.012732176153477,3.6061684550971895,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-21,120.83049774169922,121.41549682617188,113.98300170898438,116.40599822998047,149534000,0.0,0.0,118.1259994506836,104.22014961242675,77.63012290196053,111.15387202977044,105.09137747741998,6.062494552350458,4.097433674547843,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-22,118.44999694824219,119.69999694824219,117.55000305175781,118.17449951171875,84244000,0.0,0.0,118.68409881591796,105.2786247253418,83.6073807267722,112.2339685654548,106.06049762810878,6.173470937346025,4.5126411271074796,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-23,119.9990005493164,121.21099853515625,119.10399627685547,119.97250366210938,101332000,0.0,0.0,118.59669952392578,106.56264991760254,84.18642229683675,113.42451242647859,107.0910165935903,6.333495832888289,4.876812068263642,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-24,120.8499984741211,121.02149963378906,119.0999984741211,120.51100158691406,76498000,0.0,0.0,118.94889984130859,107.69947509765625,85.89818831390029,114.51474152808404,108.08508955605872,6.429651972025326,5.187380049015979,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-27,122.16000366210938,122.24400329589844,118.1500015258789,118.80000305175781,112912000,0.0,0.0,118.77280120849609,108.88922538757325,79.34821918845739,115.17401253172616,108.87878685203643,6.295225679689736,5.408949175150731,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-28,118.6050033569336,118.67500305175781,115.30000305175781,115.7040023803711,105388000,0.0,0.0,118.63240203857421,109.76455039978028,71.83656042280464,115.2555494315177,109.38435837265381,5.871191058863886,5.501397551893362,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-29,116.50050354003906,119.59449768066406,115.5,118.635498046875,91832000,0.0,0.0,118.72460174560547,110.82202529907227,72.90193465702112,115.77554152618805,110.06962797815167,5.705913548036378,5.5423007511219655,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-04-30,120.99199676513672,123.75,119.80049896240234,123.69999694824219,190692000,0.0,0.0,119.47010040283203,112.23777503967285,76.26693443782742,116.99468851419638,111.07928493889912,5.915403575297262,5.6169213159570255,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-01,116.83999633789062,118.12200164794922,112.90950012207031,114.302001953125,195452000,0.0,0.0,118.22830047607422,113.15580024719239,56.63680467853564,116.58042904326233,111.31800471773067,5.262424325531654,5.546021917871951,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-04,112.81900024414062,116.3489990234375,112.81900024414062,115.79949951171875,97318000,0.0,0.0,117.62819976806641,114.17930030822754,52.04640242785796,116.46028603840946,111.64996729506312,4.810318743346343,5.39888128296683,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-05,117.0,117.55000305175781,115.35649871826172,115.88999938964844,64850000,0.0,0.0,117.66539916992187,114.97982521057129,50.65232692317529,116.37254963090777,111.96404374651388,4.40850588439389,5.200806203252242,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-06,116.47200012207031,117.87249755859375,116.0,117.56300354003906,62356000,0.0,0.0,117.45090026855469,115.8289752960205,45.98309760649912,116.55569638615874,112.37878150899722,4.176914877161522,4.996027938034098,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-07,118.73899841308594,118.80000305175781,117.15550231933594,118.38050079345703,67928000,0.0,0.0,116.38700103759766,116.64050025939942,49.46587929143287,116.8364355257431,112.82335330784609,4.013082217897008,4.79943879400668,0,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-08,118.60700225830078,119.36199951171875,117.8499984741211,118.98049926757812,64132000,0.0,0.0,117.32270050048828,117.48262519836426,48.978374726137616,117.16629148602541,113.27943819375217,3.886853292273244,4.616921693659993,0,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-11,118.73500061035156,120.9834976196289,118.60549926757812,120.44999694824219,65184000,0.0,0.0,118.25279998779297,118.08295021057128,56.23035731035409,117.67147694175107,113.81059069408477,3.8608862476663006,4.465714604461255,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-12,120.59249877929688,120.94999694824219,117.75,117.84750366210938,61498000,0.0,0.0,118.64430084228516,118.26702537536622,49.50883793760523,117.69855797565235,114.10962128430882,3.588936691343534,4.290359021837711,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-13,118.33999633789062,120.38500213623047,116.88999938964844,118.39600372314453,95658000,0.0,0.0,118.81090087890625,118.4176254272461,47.53967700216248,117.80585732142038,114.42713109459294,3.378726226827439,4.108032462835657,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-14,118.05049896240234,119.56849670410156,117.6604995727539,119.44249725341797,72962000,0.0,0.0,119.02330017089844,118.36927528381348,48.35849431226149,118.05764808018924,114.79863969895035,3.2590083812388855,3.9382276465163026,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-15,118.4260025024414,120.55000305175781,117.81849670410156,120.48899841308594,84700000,0.0,0.0,119.325,118.45622520446777,52.64882500716707,118.43170197755796,115.22014775184928,3.2115542257086815,3.7928929623547787,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-18,120.21749877929688,121.6500015258789,119.20050048828125,121.31300354003906,87144000,0.0,0.0,119.49760131835937,118.53785057067871,59.47147142814076,118.8749791410166,115.6714704028263,3.203508738190294,3.675016117521882,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
2020-05-19,121.49150085449219,124.25,121.44850158691406,122.46649932861328,86410000,0.0,0.0,120.42140045166016,118.84087562561035,56.882373403677036,119.42752070833916,116.17480587881052,3.2527148295286423,3.590555859923234,1,1.0,0,0,,,0.0,0,-2517.167854309082,73483.82814788818
